hypothesis_id,market_regime,direction,dominant_followup,action_hint,total_events,tested_trades,skipped_events,company_count,avg_raw_return_pct,avg_score_return_pct,median_score_return_pct,hit_rate,worst_score_return_pct,best_score_return_pct,external_review_count,entry_mode,hold_days
H06,변동성 장세,up,상승지속,진입 후보,33,17,16,12,11.631668467360145,11.331668467360146,5.414285714285716,0.5882352941176471,-11.317395888244597,55.838509968520455,0,next_close,10
H06,변동성 장세,up,상승지속,진입 후보,33,15,18,11,18.40568151542559,18.105681515425587,7.863265306122458,0.6666666666666666,-18.908328940432263,167.06621196222454,0,next_close,20
H06,변동성 장세,up,상승지속,진입 후보,33,17,16,12,13.26828818193741,12.968288181937409,8.033333333333324,0.8823529411764706,-1.950738488271064,54.83626834381551,0,next_open,5
H06,변동성 장세,up,상승지속,진입 후보,33,17,16,12,15.012125151255315,14.712125151255313,8.968292682926837,0.7058823529411765,-7.143267108167772,55.67484276729561,0,next_open,10
H06,변동성 장세,up,상승지속,진입 후보,33,15,18,11,22.15579364956357,21.85579364956357,8.968292682926837,0.8,-15.090286975717438,166.7859538784067,0,next_open,20
H07,AI/전력기기 테마장,down,하락후반등,반등 관찰 후보,21,7,14,6,5.135674037855649,4.8356740378556475,0.10322580645162366,0.5714285714285714,-10.284152139461177,20.814886523913312,6,next_close,5
H07,AI/전력기기 테마장,down,하락후반등,반등 관찰 후보,21,7,14,6,13.931096842193284,13.631096842193285,14.287737843551806,1.0,0.506451612903225,32.95471698113207,6,next_close,10
H07,AI/전력기기 테마장,down,하락후반등,반등 관찰 후보,21,6,15,5,8.537967180148188,8.237967180148187,13.84904138770542,0.6666666666666666,-15.350565139797745,25.690491283676696,5,next_close,20
H07,AI/전력기기 테마장,down,하락후반등,반등 관찰 후보,21,7,14,6,7.426204634268564,7.1262046342685625,7.557142857142852,0.8571428571428571,-11.132025117739408,21.20437355286854,6,next_open,5
H07,AI/전력기기 테마장,down,하락후반등,반등 관찰 후보,21,7,14,6,16.36335441202935,16.06335441202935,13.51475667189953,1.0,2.3694045174537886,37.84180929095355,6,next_open,10
H07,AI/전력기기 테마장,down,하락후반등,반등 관찰 후보,21,6,15,5,10.946428264123327,10.646428264123324,16.99916709759367,0.8333333333333334,-13.596903460837884,24.503767660910523,5,next_open,20
H08,변동성 장세,down,하락후반등,반등 관찰 후보,30,14,16,13,6.458898315880115,6.158898315880115,3.140713351934599,0.6428571428571429,-9.370714550166603,31.603945111492283,14,next_close,5
H08,변동성 장세,down,하락후반등,반등 관찰 후보,30,14,16,13,13.992378475037683,13.692378475037685,11.759178795570636,0.7857142857142857,-7.5854291417165705,49.42776769509982,14,next_close,10
H08,변동성 장세,down,하락후반등,반등 관찰 후보,30,12,18,11,29.370927967148347,29.07092796714835,15.838080187249991,0.75,-6.955844155844159,129.1010889292196,12,next_close,20
H08,변동성 장세,down,하락후반등,반등 관찰 후보,30,14,16,13,9.85947338212688,9.559473382126884,3.3947603468868497,0.7857142857142857,-9.100594132937246,56.316052060737526,14,next_open,5
H08,변동성 장세,down,하락후반등,반등 관찰 후보,30,14,16,13,17.788187010604197,17.488187010604197,11.99227470367502,0.7857142857142857,-6.745115810674728,78.6587852494577,14,next_open,10
H08,변동성 장세,down,하락후반등,반등 관찰 후보,30,12,18,11,34.79202609522427,34.49202609522427,13.750197461563307,0.8333333333333334,-5.6531598513011145,173.88655097613884,12,next_open,20
H09,AI/전력기기 테마장,up,상승실패,추격매수 회피 후보,42,17,25,11,5.081715263212762,-5.381715263212761,1.178599221789878,0.5882352941176471,-102.1881626724764,12.275452716297785,17,next_close,5
H09,AI/전력기기 테마장,up,상승실패,추격매수 회피 후보,42,16,26,11,9.184225989709713,-9.484225989709714,0.212493004623632,0.5,-127.60573710965869,17.808651911468807,16,next_close,10
H09,AI/전력기기 테마장,up,상승실패,추격매수 회피 후보,42,16,26,11,3.8627330074286563,-4.162733007428658,1.2497737556561086,0.5625,-133.0523602033406,37.02394366197183,16,next_close,20
H09,AI/전력기기 테마장,up,상승실패,추격매수 회피 후보,42,17,25,11,3.0384376831485125,-3.3384376831485127,3.3362419401619774,0.7058823529411765,-103.96300366300365,20.121245421245426,17,next_open,5
H09,AI/전력기기 테마장,up,상승실패,추격매수 회피 후보,42,16,26,11,7.042395935236828,-7.342395935236829,0.9015959990051173,0.5,-129.6040293040293,25.157875457875456,16,next_open,10
H09,AI/전력기기 테마장,up,상승실패,추격매수 회피 후보,42,16,26,11,1.9199569365159905,-2.21995693651599,2.4245404472338867,0.6875,-135.0985347985348,42.64871794871795,16,next_open,20
